,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20
Total Confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,16.0,19.0,20.0,28.0,31.0,53.0,136.0,236.0,299.0,454.0,501.0,730.0,776.0,875.0,972.0,1063.0,1201.0,1373.0,1495.0,1597.0,1717.0,1938.0,2118.0,2421.0,2686.0,2818.0,3157.0,3766.0,4035.0,4263.0,4489.0,4695.0,5011.0,5230.0,5496.0,5837.0,6383.0,6919.0,7025.0,7638.0,8348.0,8418.0
Total Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,6.0,7.0,8.0,9.0,11.0,12.0,14.0,21.0,26.0,27.0,34.0,40.0,41.0,47.0,53.0,57.0,61.0,65.0,66.0,86.0,91.0,93.0,96.0,111.0,128.0,135.0,143.0,168.0,176.0
Total Recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,13.0,13.0,5.0,5.0,18.0,21.0,21.0,23.0,29.0,29.0,76.0,76.0,94.0,125.0,126.0,131.0,211.0,259.0,429.0,467.0,572.0,727.0,762.0,1028.0,1095.0,1378.0,1446.0,1645.0,1765.0,1832.0,1868.0,1970.0
Total Recovered_Est,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,6.0,8.0,11.0,15.0,19.0,24.0,30.0,38.0,47.0,58.0,71.0,86.0,103.0,122.0,144.0,169.0,198.0,230.0,266.0,307.0,352.0,402.0,457.0,518.0,585.0,658.0,737.0,823.0,916.0,1016.0,1123.0,1237.0,1359.0,1489.0,1626.0,1771.0,1924.0,2084.0
Total Active_Est,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,15.0,17.0,17.0,24.0,25.0,45.0,125.0,221.0,280.0,428.0,468.0,689.0,724.0,811.0,894.0,969.0,1089.0,1240.0,1339.0,1414.0,1498.0,1682.0,1825.0,2080.0,2294.0,2375.0,2653.0,3195.0,3393.0,3544.0,3687.0,3806.0,4009.0,4123.0,4280.0,4504.0,4913.0,5302.0,5264.0,5724.0,6256.0,6158.0
Total Active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,15.0,17.0,18.0,26.0,29.0,51.0,134.0,234.0,297.0,439.0,485.0,714.0,766.0,864.0,947.0,1034.0,1171.0,1339.0,1454.0,1554.0,1620.0,1836.0,1997.0,2262.0,2520.0,2646.0,2899.0,3454.0,3549.0,3735.0,3852.0,3902.0,4163.0,4111.0,4308.0,4363.0,4826.0,5146.0,5125.0,5663.0,6312.0,6272.0
Daily New Confirmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,1.0,8.0,3.0,22.0,83.0,100.0,63.0,155.0,47.0,229.0,46.0,99.0,97.0,91.0,138.0,172.0,122.0,102.0,120.0,221.0,180.0,303.0,265.0,132.0,339.0,609.0,269.0,228.0,226.0,206.0,316.0,219.0,266.0,341.0,546.0,536.0,106.0,613.0,710.0,70.0
Daily New Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,5.0,1.0,7.0,6.0,1.0,6.0,6.0,4.0,4.0,4.0,1.0,20.0,5.0,2.0,3.0,15.0,17.0,7.0,8.0,25.0,8.0
Daily New Recovered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,-8.0,0.0,13.0,3.0,0.0,2.0,6.0,0.0,47.0,0.0,18.0,31.0,1.0,5.0,80.0,48.0,170.0,38.0,105.0,155.0,35.0,266.0,67.0,283.0,68.0,199.0,120.0,67.0,36.0,102.0
Daily New Recovered_Est,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,6.0,8.0,9.0,11.0,13.0,15.0,17.0,19.0,22.0,25.0,29.0,32.0,36.0,41.0,45.0,50.0,55.0,61.0,67.0,73.0,79.0,86.0,93.0,100.0,107.0,114.0,122.0,130.0,137.0,145.0,153.0,160.0
