,Total Confirmed,Total Deaths,Total Recovered_Old,Total Recovered,Total Active,Total Active_Old,Change in Confirmed,Change in Deaths,Change in Recovered_Old,Change in Recovered,Change in Active,Change in Active_Old
2020-01-22,1,0,0,0,1,1,1,0,0,0,1,1.0
2020-01-23,1,0,0,0,1,1,0,0,0,0,0,0.0
2020-01-24,2,0,0,0,2,2,1,0,0,0,1,1.0
2020-01-25,2,0,0,0,2,2,0,0,0,0,0,0.0
2020-01-26,5,0,0,0,5,5,3,0,0,0,3,3.0
2020-01-27,5,0,0,0,5,5,0,0,0,0,0,0.0
2020-01-28,5,0,0,0,5,5,0,0,0,0,0,0.0
2020-01-29,5,0,0,0,5,5,0,0,0,0,0,0.0
2020-01-30,5,0,0,0,5,5,0,0,0,0,0,0.0
2020-01-31,7,0,0,0,7,7,2,0,0,0,2,2.0
2020-02-01,8,0,0,0,8,8,1,0,0,0,1,1.0
2020-02-02,8,0,0,0,8,8,0,0,0,0,0,0.0
2020-02-03,11,0,0,0,11,11,3,0,0,0,3,3.0
2020-02-04,11,0,0,0,11,11,0,0,0,0,0,0.0
2020-02-05,11,0,0,0,11,11,0,0,0,0,0,0.0
2020-02-06,11,0,0,0,11,11,0,0,0,0,0,0.0
2020-02-07,11,0,0,0,11,11,0,0,0,0,0,0.0
2020-02-08,11,0,0,0,11,11,0,0,0,0,0,0.0
2020-02-09,11,0,3,0,11,8,0,0,3,0,0,-3.0
2020-02-10,11,0,3,0,11,8,0,0,0,0,0,0.0
2020-02-11,12,0,3,0,12,9,1,0,0,0,1,1.0
2020-02-12,12,0,3,0,12,9,0,0,0,0,0,0.0
2020-02-13,13,0,3,0,13,10,1,0,0,0,1,1.0
2020-02-14,13,0,3,0,13,10,0,0,0,0,0,0.0
2020-02-15,13,0,3,0,13,10,0,0,0,0,0,0.0
2020-02-16,13,0,3,0,13,10,0,0,0,0,0,0.0
2020-02-17,13,0,3,0,13,10,0,0,0,0,0,0.0
2020-02-18,13,0,3,0,13,10,0,0,0,0,0,0.0
2020-02-19,13,0,3,0,13,10,0,0,0,0,0,0.0
2020-02-20,13,0,3,0,13,10,0,0,0,0,0,0.0
2020-02-21,15,0,5,0,15,10,2,0,2,0,2,0.0
2020-02-22,15,0,5,0,15,10,0,0,0,0,0,0.0
2020-02-23,15,0,5,0,15,10,0,0,0,0,0,0.0
2020-02-24,51,0,5,1,50,46,36,0,0,1,35,36.0
2020-02-25,51,0,6,2,49,45,0,0,1,1,-1,-1.0
2020-02-26,57,0,6,3,54,51,6,0,0,1,5,6.0
2020-02-27,58,0,6,4,54,52,1,0,0,1,0,1.0
2020-02-28,60,0,7,6,54,53,2,0,1,2,0,1.0
2020-02-29,68,1,7,9,58,60,8,1,0,3,4,7.0
2020-03-01,74,1,7,12,61,66,6,0,0,3,3,6.0
2020-03-02,98,6,7,17,75,85,24,5,0,5,14,19.0
2020-03-03,118,7,7,24,87,104,20,1,0,7,12,19.0
2020-03-04,149,11,7,33,105,131,31,4,0,9,18,27.0
2020-03-05,217,12,7,45,160,198,68,1,0,12,55,67.0
2020-03-06,262,14,7,62,186,241,45,2,0,17,26,43.0
2020-03-07,402,17,7,84,301,378,140,3,0,22,115,137.0
2020-03-08,518,21,7,114,383,490,116,4,0,30,82,112.0
2020-03-09,583,22,7,153,408,554,65,1,0,39,25,64.0
2020-03-10,959,28,8,203,728,923,376,6,1,50,320,369.0
2020-03-11,1281,36,8,267,978,1237,322,8,0,64,250,314.0
2020-03-12,1663,40,12,347,1276,1611,382,4,4,80,298,374.0
2020-03-13,2179,47,12,446,1686,2120,516,7,0,99,410,509.0
2020-03-14,2727,54,12,567,2106,2661,548,7,0,121,420,541.0
2020-03-15,3499,63,12,713,2723,3424,772,9,0,146,617,763.0
2020-03-16,4632,85,17,888,3659,4530,1133,22,5,175,936,1106.0
2020-03-17,6421,108,17,1097,5216,6296,1789,23,0,209,1557,1766.0
2020-03-18,7783,118,105,1346,6319,7560,1362,10,88,249,1103,1264.0
2020-03-19,13677,200,121,1642,11835,13356,5894,82,16,296,5516,5796.0
2020-03-20,19100,244,147,1992,16864,18709,5423,44,26,350,5029,5353.0
2020-03-21,25489,307,176,2405,22777,25006,6389,63,29,413,5913,6297.0
2020-03-22,33276,417,178,2890,29969,32681,7787,110,2,485,7192,7675.0
2020-03-23,43847,557,178,3457,39833,43112,10571,140,0,567,9864,10431.0
2020-03-24,53740,706,348,4114,48920,52686,9893,149,170,657,9087,9574.0
2020-03-25,65778,942,361,4873,59963,64475,12038,236,13,759,11043,11789.0
2020-03-26,83836,1209,681,5744,76883,81946,18058,267,320,871,16920,17471.0
2020-03-27,101657,1581,869,6737,93339,99207,17821,372,188,993,16456,17261.0
2020-03-28,121478,2026,1072,7864,111588,118380,19821,445,203,1127,18249,19173.0
