Country,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20
AD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0,100.0,0.0,-50.0,-47.44,0.0,-0.67,-0.55,-0.19,-0.25,-0.13,-0.14,-0.07,-0.08,-0.08,-0.04,-0.02,2.4,-0.04,-0.1,-0.22,1.3,0.86,0.68,0.71,1.25,2.06,0.72,1.86,0.0,8.24,-0.25,-0.38,5.68,0.0,2.33,1.67,3.84,0.0
AE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,25.0,6.93,0.0,0.0,0.0,0.0,0.0,-13.66,0.0,0.0,0.0,0.0,0.0,-4.44,-2.51,0.0,0.0,-5.28,0.0,-1.28,0.0,-1.67,0.0,0.0,0.65,6.75,-2.96,0.0,0.0,3.46,0.0,0.0,-0.45,-0.87,0.0,2.69,0.0,-5.64,-1.04,-2.52,0.0,-2.77,-1.73,-0.92,-0.19,-0.79,-1.69,1.89,-0.84,-0.22,-0.31,0.03,-0.15,1.11,-0.02,3.47,3.3,0.74,2.36,0.05,0.35,-0.46,0.05,0.0,0.1,0.0
AF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,-0.2,0.0,0.0,-0.37,0.0,-1.67,0.0,-1.14,1.02,-0.25,-0.3,0.0,-0.15,-0.49,1.69,-0.76,1.55,-0.1,-0.22,0.96,0.6,-0.64,2.27,0.08,-0.47,-0.37,-0.5,-0.46,0.79,-0.11,0.94,4.5,1.07,1.15,0.0
AG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,-0.37,-0.33,6.21,3.51,-1.87,6.9,-0.93,-0.16,4.16,1.66,4.47,1.57,1.84,0.44,-0.92,1.96,3.43,4.29,1.84,3.4,1.75,3.14,1.03,2.53,-1.39,2.65,-0.96,2.6,0.75,0.0
AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,-0.09,-0.31,-0.13,-0.12,0.41,-0.18,4.77,0.41,0.16,2.29,-1.13,-0.29,-0.86,-0.58,-0.2,-0.44,0.85,-0.25,1.34,0.51,2.75,2.74,2.04,0.92,1.99,1.55,0.85,4.53,1.89,4.16,2.57,8.43,0.31,1.1
AO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,-1.78,0.0,0.0,7.5,-5.71,-1.78,-0.74,-1.23,0.0,0.0,10.52,0.0,0.0,5.27,0.0,0.0,0.0,-1.32,0.0,0.0
AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,-0.71,-0.43,2.62,-0.61,-0.71,-0.75,-0.43,-0.77,-0.12,12.44,0.0,-0.88,-0.33,-1.79,-0.76,18.14,-5.03,0.76,-0.94,-1.55,-1.8,0.07,1.6,-0.14,0.1,-0.54,-1.34,3.29,-0.42,1.46,1.23,-0.15,0.14,0.41,-0.1,0.12,-0.85
AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.67,-0.57,-0.3,-0.13,-0.26,-0.22,-0.1,-0.51,0.47,-0.1,-0.07,-0.06,-0.07,-0.04,-0.03,-0.01,1.46,1.31,-0.21,2.73,1.16,4.14,2.65,2.31,1.83,3.73,3.59,3.28,3.84,2.85,4.71,5.17,3.08,2.27,2.19,1.35,2.83,5.58,4.4,3.13,1.57,0.0
AU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,-5.54,0.0,0.0,-1.29,0.0,-1.09,-0.95,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,13.34,0.0,0.0,0.0,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.33,-3.25,-4.07,-8.46,-7.06,17.03,-3.18,-1.67,-5.69,-4.55,-3.44,-3.21,0.0,-4.91,-2.3,-1.45,-1.64,-1.0,-1.04,-0.23,-0.52,-0.85,3.24,-0.44,0.39,-0.59,1.08,0.04,0.53,-0.58,-0.23,1.96,0.83,1.48,2.01,0.45,0.67,5.31,-0.3,-0.35,6.13,4.75,-0.2,-0.04,-0.16,5.63,-0.14,2.5,21.95,4.6,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0,-7.27,0.0,6.09,-4.66,0.0,0.0,-7.78,0.0,7.11,-5.36,-1.49,-2.4,-0.74,1.55,-3.21,-0.84,-1.06,2.34,-0.79,-1.48,-0.74,0.71,-1.08,-0.65,1.38,-0.72,1.52,3.25,5.12,2.85,3.87,2.4,4.14,2.92,3.6,3.54,3.57,7.96,0.0
BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,-2.43,-2.09,-0.92,-0.1,-0.55,-0.12,-0.27,-0.06,-0.08,1.05,-0.16,0.54,2.14,-0.57,0.08,-0.38,0.91,0.14,-0.21,2.38,1.93,0.92,1.93,2.55,0.36,4.43,0.73,1.92,1.0,0.94,2.62,0.3,0.33,0.0
BB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,-0.71,-0.48,3.18,3.97,-0.25,-0.24,-0.68,2.56,0.0,2.49,-0.55,0.0,2.67,0.0,2.65
BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,-8.57,-3.78,-2.64,-3.0,-0.89,-2.01,3.73,5.12,7.05,-2.07,8.32,0.0,7.53,10.24,-2.72,-1.65,-2.02,0.24,-5.36,-10.67,-6.7,-4.98,-5.14,-2.21,-0.31,-1.18,-1.04,-1.08,-0.17,-0.85,0.04,-0.08,-0.03,0.0
