Country,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20
AZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,72.73,72.73,73.33,73.33,69.57,75.0,75.0,75.0,84.09,84.09,77.36,83.08,84.72,87.36,87.1,85.25,89.09,89.56,90.91,89.01,89.6,91.36,92.25,91.65,92.9,93.32,92.04,92.75,91.36,88.12,82.95,80.06,76.23,73.78,69.59,66.72,62.98,59.48,55.72,47.71,47.71
BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.31,94.74,96.83,97.75,96.77,97.62,97.79,96.99,97.16,97.38,96.2,96.12,95.67,92.66,92.86,93.03,93.25,92.4,91.83,91.9,88.72,86.78,85.95,84.15,81.69,81.4,77.01,76.37,74.52,73.51,72.58,69.85,69.64,69.26,69.26
BB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.5,86.67,85.71,82.54,78.79,77.61,77.94,78.87,76.39,76.39,72.6,73.33,73.33,70.67,70.67,68.0
BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,70.0,71.43,76.47,80.0,80.0,81.48,81.82,76.92,69.23,63.64,66.67,58.33,58.33,51.02,41.18,42.59,44.64,47.54,45.71,52.27,63.41,69.51,75.69,83.64,85.85,86.31,88.24,89.91,91.3,91.96,93.07,92.76,93.0,93.24,93.24
BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,87.5,92.31,95.65,98.0,99.08,99.41,99.5,99.58,99.63,98.73,98.73,99.28,99.27,99.44,99.43,99.12,96.97,97.1,98.32,88.28,90.06,90.62,86.34,85.31,85.65,84.25,84.5,83.48,82.86,81.21,78.8,77.16,76.06,75.42,73.6,73.01,72.1,70.43,69.23,67.8,66.69,66.06,65.31,64.57,65.61,64.32,63.68,62.88,62.49,62.49
BF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,96.97,97.5,89.06,88.0,90.91,90.35,90.41,88.82,88.33,84.54,84.23,82.52,82.38,78.01,77.08,78.15,74.21,68.99,65.38,61.98,62.08,61.63,61.63,62.4,62.17,62.17,60.8,52.4,47.07,40.93,36.81,35.07,35.07
BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,85.71,85.71,95.65,95.12,96.08,96.15,97.01,97.83,96.81,97.64,96.32,96.79,97.01,97.25,97.11,95.83,95.9,94.56,93.64,93.04,93.73,92.89,92.34,90.93,89.86,89.27,88.89,88.73,88.87,88.35,87.56,86.38,85.63,84.96,83.73,81.12,80.0,78.49,77.9,77.29,77.05
BH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.33,95.29,95.29,85.26,80.0,82.05,82.05,77.44,79.05,71.96,63.55,64.04,65.23,63.67,64.56,58.69,54.79,59.95,54.08,56.8,54.59,50.43,43.49,44.69,45.05,47.27,40.07,40.12,42.56,37.94,37.86,38.89,42.91,41.43,40.92,41.08,46.06,50.35,56.14,57.33,59.9,58.24,57.93,57.02,59.28,59.28
BI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0
BJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.89,92.31,92.31,87.5,87.5,77.27,76.92,76.92,76.92,76.92,82.86,82.86,82.86,82.86,45.71,45.71,45.71,45.71,45.71,45.71,45.71
BN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.72,97.59,97.73,97.8,98.08,98.17,95.61,90.43,78.33,72.22,69.29,64.34,59.54,57.14,50.75,50.37,45.19,38.52,36.3,31.85,31.11,26.47,22.79,21.32,20.59,20.59,19.85,19.85,16.91,16.79,15.94,15.94
BO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.77,95.88,94.39,93.04,92.68,92.42,92.09,92.36,92.9,91.75,91.9,92.42,92.16,92.0,91.33,91.21,90.4,91.18,90.25,87.74,87.42,87.88,88.65
BR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,99.07,98.66,98.71,98.36,98.33,98.25,98.13,97.86,97.61,97.22,97.13,97.0,96.66,93.91,94.26,94.63,94.39,94.63,94.48,94.49,94.32,94.21,94.15,93.79,93.74,93.74,93.71,93.59,81.88,44.34,47.58,52.0,55.32,36.38,36.38
