,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20
Total Deaths,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,4,6,9,13,15,24,34,43,53,68,82,104,124,171,213,271,333,416,486,702,865,1123,1454,1548,2224,2626,3237,3909,4675,5492,6618,8046,9714,11377,13231,15344,17896,20679,23902,27353,30621,34274,38798,43864,49661,55461,61276,66041,71230,78602,85001,92182,99185,105159,110747,116136,122638,130830,140454,149185,154873,160407,160637
Total Active,7,11,21,28,40,47,63,73,85,117,138,147,155,175,185,196,268,285,295,379,368,393,393,444,517,597,699,775,855,948,1070,1369,1705,2074,2380,2869,3731,4720,6089,7759,9251,11588,13294,15512,18774,21772,24990,28175,32387,38141,40449,55981,65534,74197,86454,99327,114670,140356,166758,193653,218604,257965,286386,328082,379161,431297,487026,533897,577274,634582,689608,747675,808909,863035,918306,968381,1012512,1061298,1113917,1177095,1223244,1297074,1334873,1374186,1409160,1464874,1516454,1564393,1610953,1611181
Total Recovered,0,0,0,0,3,3,6,6,8,8,9,9,9,9,9,10,12,20,25,28,47,68,78,81,97,110,121,146,159,163,186,187,207,212,229,300,347,382,462,554,748,778,1169,1504,1921,2819,3306,3690,4223,5359,5423,6055,6964,9017,10178,12042,13557,14440,16154,19835,25537,25537,34720,40014,47969,56195,64315,73500,88643,101828,116772,133698,149036,169206,182805,199205,222644,251094,276296,298305,324233,343766,370616,396061,432708,463706,490791,514705,546213,551110
Total Confirmed,7,11,21,28,43,50,69,79,93,125,147,157,165,185,195,207,281,306,321,408,416,462,473,527,617,711,824,925,1020,1120,1269,1571,1936,2320,2652,3222,4146,5184,6655,8437,10170,12579,14734,17349,21111,25077,28998,32730,37733,44954,47420,64260,75124,86451,100541,116044,133719,161414,190958,223202,255518,296733,336450,385992,447809,511394,578694,638018,700191,775208,850244,931034,1013406,1093517,1167152,1238816,1313758,1397393,1482395,1574585,1652636,1751587,1821625,1892885,1972698,2069034,2156430,2233971,2317573,2322928
