,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20
AU-ACT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,6,9,19,32,39,39,52,61,69,75,75,76,75,75,72,73,66,54,54,57,51,42,42,42,41,29,28,18,19,12,12,12
AU-NSW,0,0,0,0,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,17,17,21,23,32,42,49,59,59,86,106,128,165,202,258,298,343,426,659,659,807,1018,1208,1394,1605,1779,2020,2020,2169,2284,2373,2477,2560,2615,2661,2709,2748,2796,2830,2829,2834,2841,2857,2868,1521,1521,1521,1521
AU-NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,5,5,6,6,12,12,15,15,15,17,19,21,22,25,26,26,26,26,26,26,26,26,26,22,22,22,19,19,19,19
AU-QLD,0,0,0,0,0,0,0,1,3,2,3,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,8,8,8,10,10,5,5,5,7,7,10,12,12,27,38,53,60,70,86,136,176,213,251,311,389,435,484,546,616,646,679,733,771,823,861,888,895,744,757,766,604,589,597,606,610,551,552,554,560,271,271,271
AU-SA,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,5,5,5,5,5,7,7,13,16,17,26,26,34,39,47,64,97,131,167,164,229,251,281,293,299,331,361,361,350,361,361,358,357,360,297,246,247,246,246,189,189,150,100,100,100,100
AU-TAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,5,5,6,7,7,10,7,7,13,19,25,25,33,44,44,57,61,61,63,62,65,67,73,75,58,61,69,60,70,81,80,91,106,106,96,106,106,106,106
AU-VIC,0,0,0,0,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,6,3,3,4,4,8,11,14,14,28,41,49,63,86,113,113,113,221,285,285,314,369,368,400,491,574,626,622,621,609,602,580,554,528,560,580,480,302,325,328,341,159,167,148,129,133,133,133
AU-WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,2,2,3,5,8,8,13,16,16,27,30,34,51,63,89,119,139,174,173,228,228,248,281,312,321,342,334,306,342,358,294,294,313,319,297,292,292,295,270,270,188,194,194,194,194
