,Total Confirmed,Total Deaths,Total Recovered,Total Active,Change in Confirmed,Change in Deaths,Change in Recovered,Change in Active,Total Mortality_Rate,Total Recovery_Rate,Total Activity_Rate,Change in Mortality_Rate,Change in Recovery_Rate,Change in Activity_Rate
2020-01-22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-26,4,0,0,4,4,0,0,4,0.0,0.0,100.0,0.0,0.0,100.0
2020-01-27,5,0,0,5,1,0,0,1,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-28,5,0,0,5,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-29,6,0,0,6,1,0,0,1,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-30,9,0,2,7,3,0,2,1,0.0,22.2222,77.7778,0.0,22.2222,-22.2222
2020-01-31,9,0,2,7,0,0,0,0,0.0,22.2222,77.7778,0.0,0.0,0.0
2020-02-01,12,0,2,10,3,0,0,3,0.0,16.6667,83.3333,0.0,-5.555500000000002,5.555499999999995
2020-02-02,12,0,2,10,0,0,0,0,0.0,16.6667,83.3333,0.0,0.0,0.0
2020-02-03,12,0,2,10,0,0,0,0,0.0,16.6667,83.3333,0.0,0.0,0.0
2020-02-04,13,0,2,11,1,0,0,1,0.0,15.3846,84.6154,0.0,-1.282099999999998,1.2820999999999998
2020-02-05,13,0,2,11,0,0,0,0,0.0,15.3846,84.6154,0.0,0.0,0.0
2020-02-06,14,0,2,12,1,0,0,1,0.0,14.2857,85.7143,0.0,-1.0989000000000004,1.0989000000000004
2020-02-07,15,0,2,13,1,0,0,1,0.0,13.3333,86.6667,0.0,-0.9524000000000008,0.9524000000000115
2020-02-08,15,0,2,13,0,0,0,0,0.0,13.3333,86.6667,0.0,0.0,0.0
2020-02-09,15,0,2,13,0,0,0,0,0.0,13.3333,86.6667,0.0,0.0,0.0
2020-02-10,15,0,2,13,0,0,0,0,0.0,13.3333,86.6667,0.0,0.0,0.0
2020-02-11,15,0,2,13,0,0,0,0,0.0,13.3333,86.6667,0.0,0.0,0.0
2020-02-12,15,0,2,13,0,0,0,0,0.0,13.3333,86.6667,0.0,0.0,0.0
2020-02-13,15,0,8,7,0,0,6,-6,0.0,53.3333,46.6667,0.0,40.0,-40.00000000000001
2020-02-14,15,0,8,7,0,0,0,0,0.0,53.3333,46.6667,0.0,0.0,0.0
2020-02-15,15,0,8,7,0,0,0,0,0.0,53.3333,46.6667,0.0,0.0,0.0
2020-02-16,15,0,8,7,0,0,0,0,0.0,53.3333,46.6667,0.0,0.0,0.0
2020-02-17,15,0,10,5,0,0,2,-2,0.0,66.6667,33.3333,0.0,13.333400000000005,-13.333399999999997
2020-02-18,15,0,10,5,0,0,0,0,0.0,66.6667,33.3333,0.0,0.0,0.0
2020-02-19,15,0,10,5,0,0,0,0,0.0,66.6667,33.3333,0.0,0.0,0.0
2020-02-20,15,0,10,5,0,0,0,0,0.0,66.6667,33.3333,0.0,0.0,0.0
