,Total Confirmed,Total Deaths,Total Recovered,Total Active,Change in Confirmed,Change in Deaths,Change in Recovered,Change in Active,Total Mortality_Rate,Total Recovery_Rate,Total Activity_Rate,Change in Mortality_Rate,Change in Recovery_Rate,Change in Activity_Rate
2020-02-28,60,0,7,53,2,0,1,1,0.0,11.6667,88.3333,0.0,1.3219000000000012,-1.3218999999999994
2020-02-29,68,1,7,60,8,1,0,7,1.4706,10.2941,88.2353,1.4706,-1.3726000000000003,-0.09799999999999898
2020-03-01,74,1,7,66,6,0,0,6,1.3514,9.4595,89.1892,-0.11919999999999997,-0.8346,0.9539000000000044
2020-03-02,98,6,7,85,24,5,0,19,6.1224,7.1429,86.7347,4.771,-2.3166,-2.454499999999996
2020-03-03,118,7,7,104,20,1,0,19,5.9322,5.9322,88.1356,-0.19019999999999992,-1.2107,1.400899999999993
2020-03-04,149,11,7,131,31,4,0,27,7.3826,4.698,87.9195,1.4504000000000001,-1.2341999999999995,-0.2160999999999973
2020-03-05,217,12,7,198,68,1,0,67,5.53,3.2258,91.2442,-1.8525999999999998,-1.4722000000000004,3.324700000000007
2020-03-06,262,14,7,241,45,2,0,43,5.3435,2.6718,91.9847,-0.18650000000000055,-0.5539999999999998,0.7404999999999973
2020-03-07,402,17,7,378,140,3,0,137,4.2289,1.7413,94.0299,-1.1145999999999994,-0.9305000000000001,2.045199999999994
2020-03-08,518,21,7,490,116,4,0,112,4.0541,1.3514,94.5946,-0.1748000000000003,-0.38990000000000014,0.564700000000002
2020-03-09,583,22,7,554,65,1,0,64,3.7736,1.2007,95.0257,-0.28049999999999997,-0.15069999999999983,0.4311000000000007
2020-03-10,959,28,8,923,376,6,1,369,2.9197,0.8342,96.2461,-0.8538999999999999,-0.36650000000000005,1.220399999999998
2020-03-11,1281,36,8,1237,322,8,0,314,2.8103,0.6245,96.5652,-0.10940000000000039,-0.2097,0.31910000000000593
2020-03-12,1663,40,12,1611,382,4,4,374,2.4053,0.7216,96.8731,-0.4049999999999998,0.09709999999999996,0.3078999999999894
2020-03-13,2179,47,12,2120,516,7,0,509,2.157,0.5507,97.2923,-0.24829999999999997,-0.17090000000000005,0.41920000000000357
2020-03-14,2727,54,12,2661,548,7,0,541,1.9802,0.44,97.5798,-0.17680000000000007,-0.11069999999999997,0.2875000000000085
2020-03-15,3499,63,12,3424,772,9,0,763,1.8005,0.343,97.8565,-0.17969999999999997,-0.09699999999999998,0.27669999999999106
2020-03-16,4632,85,17,4530,1133,22,5,1106,1.8351,0.367,97.7979,0.034599999999999964,0.023999999999999966,-0.05859999999999843
2020-03-17,6421,108,17,6296,1789,23,0,1766,1.682,0.2648,98.0533,-0.1531,-0.10220000000000001,0.2553999999999945
2020-03-18,7783,118,0,7665,1362,10,-17,1369,1.5161,0.0,98.4839,-0.16589999999999994,-0.2648,0.43060000000001253
2020-03-19,13677,200,0,13477,5894,82,0,5812,1.4623,0.0,98.5377,-0.05380000000000007,0.0,0.05379999999999541
2020-03-20,19100,244,0,18856,5423,44,0,5379,1.2775,0.0,98.7225,-0.18479999999999985,0.0,0.18479999999999563
2020-03-21,25489,307,0,25182,6389,63,0,6326,1.2044,0.0,98.7956,-0.07310000000000016,0.0,0.07309999999999661
