,Total Confirmed,Total Deaths,Total Recovered,Total Active,Change in Confirmed,Change in Deaths,Change in Recovered,Change in Active,Total Mortality_Rate,Total Recovery_Rate,Total Activity_Rate,Change in Mortality_Rate,Change in Recovery_Rate,Change in Activity_Rate
2020-01-22,1,0,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-23,1,0,0,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-24,2,0,0,2,1,0,0,1,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-25,2,0,0,2,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-26,5,0,0,5,3,0,0,3,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-27,5,0,0,5,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-28,5,0,0,5,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-29,5,0,0,5,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-30,5,0,0,5,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-01-31,7,0,0,7,2,0,0,2,0.0,0.0,100.0,0.0,0.0,0.0
2020-02-01,8,0,0,8,1,0,0,1,0.0,0.0,100.0,0.0,0.0,0.0
2020-02-02,8,0,0,8,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-02-03,11,0,0,11,3,0,0,3,0.0,0.0,100.0,0.0,0.0,0.0
2020-02-04,11,0,0,11,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-02-05,11,0,0,11,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-02-06,11,0,0,11,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-02-07,11,0,0,11,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-02-08,11,0,0,11,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-02-09,11,0,3,8,0,0,3,-3,0.0,27.2727,72.7273,0.0,27.2727,-27.2727
2020-02-10,11,0,3,8,0,0,0,0,0.0,27.2727,72.7273,0.0,0.0,0.0
2020-02-11,12,0,3,9,1,0,0,1,0.0,25.0,75.0,0.0,-2.2727000000000004,2.2727000000000004
2020-02-12,12,0,3,9,0,0,0,0,0.0,25.0,75.0,0.0,0.0,0.0
2020-02-13,13,0,3,10,1,0,0,1,0.0,23.0769,76.9231,0.0,-1.9231000000000016,1.9231000000000051
2020-02-14,13,0,3,10,0,0,0,0,0.0,23.0769,76.9231,0.0,0.0,0.0
2020-02-15,13,0,3,10,0,0,0,0,0.0,23.0769,76.9231,0.0,0.0,0.0
2020-02-16,13,0,3,10,0,0,0,0,0.0,23.0769,76.9231,0.0,0.0,0.0
2020-02-17,13,0,3,10,0,0,0,0,0.0,23.0769,76.9231,0.0,0.0,0.0
2020-02-18,13,0,3,10,0,0,0,0,0.0,23.0769,76.9231,0.0,0.0,0.0
2020-02-19,13,0,3,10,0,0,0,0,0.0,23.0769,76.9231,0.0,0.0,0.0
2020-02-20,13,0,3,10,0,0,0,0,0.0,23.0769,76.9231,0.0,0.0,0.0
2020-02-21,15,0,5,10,2,0,2,0,0.0,33.3333,66.6667,0.0,10.256400000000003,-10.2564
2020-02-22,15,0,5,10,0,0,0,0,0.0,33.3333,66.6667,0.0,0.0,0.0
2020-02-23,15,0,5,10,0,0,0,0,0.0,33.3333,66.6667,0.0,0.0,0.0
2020-02-24,51,0,5,46,36,0,0,36,0.0,9.8039,90.1961,0.0,-23.529400000000003,23.529399999999995
2020-02-25,51,0,6,45,0,0,1,-1,0.0,11.7647,88.2353,0.0,1.960799999999999,-1.960800000000006
2020-02-26,57,0,6,51,6,0,0,6,0.0,10.5263,89.4737,0.0,-1.2383999999999986,1.2383999999999986
2020-02-27,58,0,6,52,1,0,0,1,0.0,10.3448,89.6552,0.0,-0.18150000000000155,0.18149999999999977
